,ExpermientName,Subject,Session,StartTime,CurrentTime,Step,Block,Scenario,TimeInCondition,Cue,Startle,Shock,FearRating,CueStart,CueEnd,InstructionScreenNum,HabituationNumShockType,VAS_score,VAS_type,VAS_RT,ExperimentName,ShockType,ScenarioIndex,HabituationNum,Section
0,,123,1,1779538379.9838479,203.07,Game,1,Predictable,31.82,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.09,Game,1,Predictable,31.83,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.11,Game,1,Predictable,31.85,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.13,Game,1,Predictable,31.87,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.14,Game,1,Predictable,31.89,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.16,Game,1,Predictable,31.91,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.18,Game,1,Predictable,31.93,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.2,Game,1,Predictable,31.95,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.22,Game,1,Predictable,31.96,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.24,Game,1,Predictable,31.98,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.26,Game,1,Predictable,32.0,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.27,Game,1,Predictable,32.02,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.29,Game,1,Predictable,32.04,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.31,Game,1,Predictable,32.06,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.33,Game,1,Predictable,32.08,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.35,Game,1,Predictable,32.09,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.37,Game,1,Predictable,32.11,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.38,Game,1,Predictable,32.13,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.4,Game,1,Predictable,32.15,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.42,Game,1,Predictable,32.17,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.44,Game,1,Predictable,32.19,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.46,Game,1,Predictable,32.2,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.48,Game,1,Predictable,32.22,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.5,Game,1,Predictable,32.24,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.51,Game,1,Predictable,32.26,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.53,Game,1,Predictable,32.28,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.55,Game,1,Predictable,32.3,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.57,Game,1,Predictable,32.32,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.59,Game,1,Predictable,32.33,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.61,Game,1,Predictable,32.35,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.62,Game,1,Predictable,32.37,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.64,Game,1,Predictable,32.39,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.66,Game,1,Predictable,32.41,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.68,Game,1,Predictable,32.43,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.7,Game,1,Predictable,32.44,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.72,Game,1,Predictable,32.46,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.74,Game,1,Predictable,32.48,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.75,Game,1,Predictable,32.5,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.77,Game,1,Predictable,32.52,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.79,Game,1,Predictable,32.54,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.81,Game,1,Predictable,32.56,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.83,Game,1,Predictable,32.57,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.85,Game,1,Predictable,32.59,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.86,Game,1,Predictable,32.61,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.88,Game,1,Predictable,32.63,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.9,Game,1,Predictable,32.65,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.92,Game,1,Predictable,32.67,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.94,Game,1,Predictable,32.68,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.96,Game,1,Predictable,32.7,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.98,Game,1,Predictable,32.72,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,203.99,Game,1,Predictable,32.74,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.01,Game,1,Predictable,32.76,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.03,Game,1,Predictable,32.78,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.05,Game,1,Predictable,32.8,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.07,Game,1,Predictable,32.81,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.09,Game,1,Predictable,32.83,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.11,Game,1,Predictable,32.85,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.12,Game,1,Predictable,32.87,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.14,Game,1,Predictable,32.89,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.16,Game,1,Predictable,32.91,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.18,Game,1,Predictable,32.93,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.2,Game,1,Predictable,32.94,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.22,Game,1,Predictable,32.96,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.24,Game,1,Predictable,32.98,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.25,Game,1,Predictable,33.0,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.27,Game,1,Predictable,33.02,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.29,Game,1,Predictable,33.04,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.31,Game,1,Predictable,33.06,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.33,Game,1,Predictable,33.08,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.35,Game,1,Predictable,33.09,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.37,Game,1,Predictable,33.11,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.39,Game,1,Predictable,33.13,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.4,Game,1,Predictable,33.15,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.42,Game,1,Predictable,33.17,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.44,Game,1,Predictable,33.19,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.46,Game,1,Predictable,33.21,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.48,Game,1,Predictable,33.22,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.5,Game,1,Predictable,33.24,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.52,Game,1,Predictable,33.26,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.53,Game,1,Predictable,33.28,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.55,Game,1,Predictable,33.3,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.57,Game,1,Predictable,33.32,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.59,Game,1,Predictable,33.33,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.61,Game,1,Predictable,33.35,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.63,Game,1,Predictable,33.37,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.64,Game,1,Predictable,33.39,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.66,Game,1,Predictable,33.41,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.68,Game,1,Predictable,33.43,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.7,Game,1,Predictable,33.45,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.72,Game,1,Predictable,33.46,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.74,Game,1,Predictable,33.48,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.76,Game,1,Predictable,33.5,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.77,Game,1,Predictable,33.52,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.79,Game,1,Predictable,33.54,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.81,Game,1,Predictable,33.56,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.83,Game,1,Predictable,33.58,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.85,Game,1,Predictable,33.6,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.87,Game,1,Predictable,33.61,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.89,Game,1,Predictable,33.63,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.91,Game,1,Predictable,33.65,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.92,Game,1,Predictable,33.67,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.94,Game,1,Predictable,33.69,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.96,Game,1,Predictable,33.71,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,204.98,Game,1,Predictable,33.73,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.0,Game,1,Predictable,33.74,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.02,Game,1,Predictable,33.76,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.04,Game,1,Predictable,33.78,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.05,Game,1,Predictable,33.8,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.07,Game,1,Predictable,33.82,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.09,Game,1,Predictable,33.84,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.11,Game,1,Predictable,33.86,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.13,Game,1,Predictable,33.88,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.15,Game,1,Predictable,33.89,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.17,Game,1,Predictable,33.91,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.19,Game,1,Predictable,33.93,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.21,Game,1,Predictable,33.95,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.23,Game,1,Predictable,33.97,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.25,Game,1,Predictable,33.99,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.27,Game,1,Predictable,34.01,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.28,Game,1,Predictable,34.03,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.3,Game,1,Predictable,34.05,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.32,Game,1,Predictable,34.07,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.34,Game,1,Predictable,34.09,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.36,Game,1,Predictable,34.11,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.38,Game,1,Predictable,34.12,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.4,Game,1,Predictable,34.14,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.42,Game,1,Predictable,34.16,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.43,Game,1,Predictable,34.18,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.45,Game,1,Predictable,34.2,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.47,Game,1,Predictable,34.22,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.49,Game,1,Predictable,34.24,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.51,Game,1,Predictable,34.26,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.53,Game,1,Predictable,34.27,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.55,Game,1,Predictable,34.29,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.57,Game,1,Predictable,34.31,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.58,Game,1,Predictable,34.33,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.6,Game,1,Predictable,34.35,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.62,Game,1,Predictable,34.37,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.64,Game,1,Predictable,34.39,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.66,Game,1,Predictable,34.4,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.68,Game,1,Predictable,34.42,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.7,Game,1,Predictable,34.44,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.71,Game,1,Predictable,34.46,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.73,Game,1,Predictable,34.48,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.75,Game,1,Predictable,34.5,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.77,Game,1,Predictable,34.52,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.79,Game,1,Predictable,34.54,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.81,Game,1,Predictable,34.56,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.83,Game,1,Predictable,34.57,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.85,Game,1,Predictable,34.59,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.86,Game,1,Predictable,34.61,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.88,Game,1,Predictable,34.63,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.9,Game,1,Predictable,34.65,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.92,Game,1,Predictable,34.67,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.94,Game,1,Predictable,34.69,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.96,Game,1,Predictable,34.71,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,205.99,Game,1,Predictable,34.73,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.01,Game,1,Predictable,34.75,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.03,Game,1,Predictable,34.78,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.06,Game,1,Predictable,34.8,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.08,Game,1,Predictable,34.82,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.1,Game,1,Predictable,34.85,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.12,Game,1,Predictable,34.87,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.15,Game,1,Predictable,34.89,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.17,Game,1,Predictable,34.92,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.19,Game,1,Predictable,34.94,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.22,Game,1,Predictable,34.96,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.24,Game,1,Predictable,34.98,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.26,Game,1,Predictable,35.01,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.28,Game,1,Predictable,35.03,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.3,Game,1,Predictable,35.05,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.33,Game,1,Predictable,35.07,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.35,Game,1,Predictable,35.09,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.37,Game,1,Predictable,35.11,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.39,Game,1,Predictable,35.14,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.41,Game,1,Predictable,35.16,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.43,Game,1,Predictable,35.18,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.46,Game,1,Predictable,35.2,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.48,Game,1,Predictable,35.23,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.5,Game,1,Predictable,35.25,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.52,Game,1,Predictable,35.27,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.54,Game,1,Predictable,35.29,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.56,Game,1,Predictable,35.31,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.58,Game,1,Predictable,35.33,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.6,Game,1,Predictable,35.35,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.63,Game,1,Predictable,35.37,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.64,Game,1,Predictable,35.39,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.66,Game,1,Predictable,35.41,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.69,Game,1,Predictable,35.43,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.71,Game,1,Predictable,35.45,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.72,Game,1,Predictable,35.47,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.74,Game,1,Predictable,35.49,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.76,Game,1,Predictable,35.51,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.78,Game,1,Predictable,35.53,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.8,Game,1,Predictable,35.55,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.82,Game,1,Predictable,35.57,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.84,Game,1,Predictable,35.59,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.86,Game,1,Predictable,35.6,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.88,Game,1,Predictable,35.62,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.9,Game,1,Predictable,35.64,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.92,Game,1,Predictable,35.66,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.94,Game,1,Predictable,35.68,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.96,Game,1,Predictable,35.7,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,206.98,Game,1,Predictable,35.72,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.0,Game,1,Predictable,35.74,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.02,Game,1,Predictable,35.76,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.04,Game,1,Predictable,35.78,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.06,Game,1,Predictable,35.8,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.07,Game,1,Predictable,35.82,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.09,Game,1,Predictable,35.84,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.11,Game,1,Predictable,35.86,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.13,Game,1,Predictable,35.88,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.15,Game,1,Predictable,35.9,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.17,Game,1,Predictable,35.92,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.19,Game,1,Predictable,35.93,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.21,Game,1,Predictable,35.95,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.23,Game,1,Predictable,35.97,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.25,Game,1,Predictable,35.99,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.26,Game,1,Predictable,36.01,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.28,Game,1,Predictable,36.03,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.3,Game,1,Predictable,36.05,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.32,Game,1,Predictable,36.07,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.34,Game,1,Predictable,36.09,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.36,Game,1,Predictable,36.11,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.38,Game,1,Predictable,36.13,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.4,Game,1,Predictable,36.15,0,,,4,,,,,,,,Fort,Sound,130.0,,
0,,123,1,1779538379.9838479,207.42,Game,1,Predictable,36.17,0,,,4,,,,,,,,Fort,Sound,130.0,,
