,Time,ExpermientName,Subject,StartTime,CurrentTime,Section,Session,Round,Subtrial,ScenarioIndex,Reward_magnitude,Punishment_magnitude,DistanceAtStart,DistanceFromDoor_SubTrial,CurrentDistance,Distance_max,Distance_min,Distance_lock,RoundStartTime,DoorAction_RT,Door_opened,DoorStatus,Door_outcome,DidWin,Door_anticipation_time,ITI_duration,Total_coins,VASQuestionNumber,VAS_score,VAS_type,VAS_RT,Q_type,Q_score,Q_RT,ExperimentName
0,,,,1712674253.49323,4.45,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.46,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.47,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.48,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.49,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.5,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.51,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.52,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.53,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.54,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.55,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.56,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.57,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.58,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.59,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.6,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.61,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.62,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.63,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.64,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.65,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.66,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.67,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.68,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.69,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.7,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.71,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.72,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.73,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.74,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.75,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.76,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.77,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.78,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.79,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.8,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.81,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.82,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.83,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.84,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.85,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.86,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.87,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.88,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.89,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.9,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.91,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.92,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.93,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.94,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.95,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.96,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.97,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.98,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,4.99,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.0,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.01,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.02,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.03,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.04,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.05,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.06,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.07,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.08,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.09,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.1,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.11,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.12,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.13,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.14,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.15,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.16,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.17,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.18,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.19,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.2,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.21,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.22,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.23,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.24,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.25,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.26,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.29,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.3,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.32,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.33,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.36,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.37,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.38,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.39,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.41,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.44,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.46,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.47,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.49,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.5,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.51,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.52,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.53,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.54,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.56,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.57,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.59,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.6,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.61,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.62,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.63,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.64,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.66,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.67,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.69,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.7,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.71,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.72,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.73,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.74,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.76,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.77,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.79,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.8,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.81,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.82,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.83,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.84,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.86,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.87,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.89,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.9,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.91,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.92,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.93,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.94,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.96,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.97,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,5.99,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.0,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.01,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.02,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.03,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.04,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.06,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.07,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.09,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.1,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.11,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.12,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.13,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.14,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.16,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.17,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.19,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.2,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.21,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.22,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.23,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.24,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.26,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.27,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.28,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.29,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.3,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.31,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.32,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.33,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.34,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.36,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.37,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.38,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.39,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.4,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.41,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.42,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.43,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
0,,,,1712674253.49323,6.44,VAS,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,Doors
